,Page URL,Name,Description,Amount
776,https://www.rockefellerfoundation.org/grant/grant-2016-423/,2016,in support of exploring opportunities for building greater post-disaster resilience through new funding strategies,"$150,000"
777,https://www.rockefellerfoundation.org/grant/grant-2016-226/,2016,"in support of the promotion and delivery of a special workshop stream on social impact measurement and evaluation at the Social Capital Markets Conference (SOCAP) to be held in San Francisco September, 2016","$50,000"
778,https://www.rockefellerfoundation.org/grant/grant-2016-267/,2016,"in support of developing the Reef Resilience and Insurance Fund, a tool to use insurance premiums to protect and restore coral reefs in Mexico","$500,000"
779,https://www.rockefellerfoundation.org/grant/grant-2016-225/,2016,in support of conducting a market landscape of current social impact measurement and evaluation approaches and sharing the findings in order to strengthen the evidence base for impact investments and market-based solutions,"$60,000"
780,https://www.rockefellerfoundation.org/grant/grant-2016-386/,2016,for use by the Office of the Special Advisor on the 2030 Agenda for Sustainable Development Climate Change in support of encouraging innovative finance solutions and private sector investment in its Sustainable Development Goals,"$50,000"
781,https://www.rockefellerfoundation.org/grant/grant-acumen-fund-inc-2016-3/,"Acumen Fund, Inc. 2016","toward the costs of its 15th Anniversary Gala and in general support of its mission to change the way the world tackles poverty by investing in companies, leaders and change","$250,000"
782,https://www.rockefellerfoundation.org/grant/grant-2016-244/,2016,"in support of conducting an analysis to examine the tone, language and sentiment of the content produced by reporters and journalists who write about male and female CEOs, as part of the Foundation’s Inclusive Economies “100x25” campaign","$35,000"
783,https://www.rockefellerfoundation.org/grant/grant-ove-arup-partners-international-limited-2016-3/,2016,"in support of enabling cities to use the City Resilience Index to assess their resilience through direct engagement, technical support and guiding materials","$998,943"
784,https://www.rockefellerfoundation.org/grant/grant-2016-384/,2016,in support of developing a database designed to support applications for building economic identities for refugees,"$350,000"
785,https://www.rockefellerfoundation.org/grant/grant-2016-453/,2016,in support of a project to work with stakeholders in the Indian mini-grid sector to create and execute an inclusion strategy to demonstrate approaches for improving and expanding the impact of mini-grid power on people in marginalized communities in rural India who are not currently benefiting from smart power for rural development (SPRD) mini-grid power,"$285,000"
786,https://www.rockefellerfoundation.org/grant/grant-2016-460/,2016,in support of producing research products that will enhance the knowledge base related to resilience thought and action for a global audience,"$250,000"
787,https://www.rockefellerfoundation.org/grant/grant-2016-259/,2016,"in support of continuing to advance the work of Hatch for Good in building storytelling organizations within the social and development sectors, including an assessment of its effectiveness and the exploration of sustainability models","$250,000"
788,https://www.rockefellerfoundation.org/grant/grant-2016-273/,2016,in support of developing the REDD+ Acceleration Fund (RAF) in an effort to use climate finance to reduce tropical deforestation,"$575,000"
789,https://www.rockefellerfoundation.org/grant/grant-2016-247/,2016,"in support of producing a photo book to further document and share the Alliance for a Green Revolution in Africa’s (AGRA) work as part of the AGRA@10 celebrations, September 2016","$9,850"
793,https://www.rockefellerfoundation.org/grant/grant-2016-257/,2016,"toward the costs of activities related to the Climate Action 2016 Summit held in Washington, D.C., May 2016","$150,000"
794,https://www.rockefellerfoundation.org/grant/grant-2016-263/,2016,in support of developing a diagnostic tool to advance innovation capacity in social sector organizations by enabling organizations to innovate more effectively to improve the lives of poor or vulnerable populations,"$300,000"
795,https://www.rockefellerfoundation.org/grant/grant-2016-215/,2016,in support of developing a financial services sector business case for Impact Sourcing (IS) and establishing job types that can adopt IS across different sectors in South Africa,"$250,000"
796,https://www.rockefellerfoundation.org/grant/grant-2016-265/,Inte,"for use by its Multilateral Investment Fund toward the costs of the Global Social Innovation Lab Summit, a convening to advance the impact of social innovation labs in the Global South, and the development of a lab network to foster positive social impact in the lives of poor or vulnerable people","$300,000"
797,https://www.rockefellerfoundation.org/grant/grant-2016-246/,2016,"in support of documenting the Alliance for a Green Revolution in Africa’s (AGRA) work with photographs for exhibition at the AGRA@10 celebrations, September 2016","$46,730"
798,https://www.rockefellerfoundation.org/grant/grant-genesis-analytics-2016-2/,Genesis Analytics 2016,"in support of monitoring and evaluation activities for the Foundation’s Digital Jobs Africa initiative, as well as its grantees and partners, in order to benefit the fields of youth employment, digital jobs and inclusive economies","$400,000"
799,https://www.rockefellerfoundation.org/grant/grant-2016-383/,2016,in support of a comprehensive mapping of the linkages between the financial technology industry and sustainable development,"$50,000"
801,https://www.rockefellerfoundation.org/grant/grant-2016-444/,2016,in support of applying the Resilience Value Review process to four projects in order to validate the process while building the resilience capacity of the participating intuitions,"$269,000"
802,https://www.rockefellerfoundation.org/grant/grant-smart-power-for-rural-development-india-foundation-2016-3/,Smart Power for Rural Development India Foundation 2016,in support of scaling up organizational capacity to support the launch of 300 new decentralized renewable energy power plants in India and provide continued accelerated energy access to rural homes and local businesses.,"$7,981,229"
